排名,板块名称,板块代码,最新价,涨跌额,涨跌幅,总市值,换手率,上涨家数,下跌家数,领涨股票,领涨股票-涨跌幅
358,算力概念,BK1134,1849.36,-6.98,-0.38,11529168128000,0.7,79,147,康盛股份,10.12
359,互联网服务,BK0447,27684.49,-106.06,-0.38,1766284864000,1.13,43,95,新 大 陆,7.55
360,商业航天,BK0963,2300.56,-9.01,-0.39,5786401792000,0.95,137,168,海信视像,6.04
361,高压快充,BK1144,1471.52,-5.8,-0.39,789283616000,1.28,24,35,中熔电气,8.05
362,页岩气,BK0603,2606.67,-10.41,-0.4,3155094576000,0.22,13,19,久立特材,2.55
363,空气能热泵,BK1102,1640.36,-6.54,-0.4,1573607136000,0.58,15,20,海鸥住工,10.11
364,财税数字化,BK1176,1536.97,-6.13,-0.4,413033168000,1.12,16,25,ST豆神,7.08
365,新消费,BK1652,873.83,-3.61,-0.41,723759952000,1.35,37,44,澳洋健康,5.19
366,熔盐储能,BK1103,1044.7,-4.33,-0.41,110502357000,0.81,5,6,久盛电气,2.83
367,数据安全,BK1047,907.18,-3.8,-0.42,1201599728000,0.73,29,48,兆日科技,19.96
368,云计算,BK0579,3167.91,-13.48,-0.42,6959337472000,0.55,52,86,宇信科技,6.81
369,机器人概念,BK1090,1955.49,-8.18,-0.42,13875680768000,0.82,309,418,新亚电子,10.02
370,举牌,BK0685,3002.46,-12.71,-0.42,100176181000,0.56,6,8,平高电气,0.85
371,卫星互联网,BK0921,1823.21,-7.88,-0.43,2664830848000,0.46,38,56,美格智能,3.59
372,医美概念,BK0889,1809.25,-7.81,-0.43,1114042080000,1.23,33,42,澳洋健康,5.41
373,大数据,BK0634,4896.39,-20.98,-0.43,5741124864000,0.9,111,168,新 大 陆,7.55
374,光纤概念,BK1660,1137.0,-4.89,-0.43,3625024896000,1.23,22,50,新亚电子,10.02
375,医疗器械概念,BK0668,4211.91,-18.2,-0.43,4833266176000,1.27,134,189,万泰生物,10.0
376,减肥药,BK1146,1259.29,-5.59,-0.44,938806080000,1.75,21,22,冀衡医药,10.04
377,超清视频,BK0859,2099.04,-9.31,-0.44,2965503920000,0.75,38,50,海信视像,6.04
378,人工智能,BK0800,1731.58,-7.85,-0.45,13990857472000,0.85,283,416,华阳国际,9.97
379,油气设服,BK0606,2052.97,-9.41,-0.46,2230014944000,0.71,18,35,国仪公司-U,5.36
380,无人机,BK0704,2486.62,-11.48,-0.46,3607385456000,1.03,89,134,珠海冠宇,6.19
381,网络安全,BK0655,4286.5,-20.12,-0.47,4831625216000,0.74,51,77,兆日科技,19.96
382,电子后视镜,BK1125,1574.25,-7.39,-0.47,325434176000,1.03,7,17,伟时电子,4.77
383,元宇宙概念,BK1009,2056.55,-9.75,-0.47,4206887728000,1.01,46,88,宝鹰股份,10.0
384,昨日高振幅,BK1633,822.29,-3.88,-0.47,9404645888000,3.42,202,356,康盛股份,10.12
385,高市净率,BK1722,1087.64,-5.16,-0.47,13855718144000,2.29,75,125,冀衡医药,10.04
386,AI语料,BK1172,975.88,-4.75,-0.48,402981536000,1.02,11,21,同方股份,1.94
387,2026一季报预减,BK1681,908.55,-4.41,-0.48,177994842000,0.96,7,5,国药现代,1.4
388,建筑节能,BK1076,1111.84,-5.34,-0.48,312172704000,1.15,15,33,罗普斯金,3.53
389,脑机接口,BK0706,5224.15,-25.7,-0.49,761113584000,1.49,21,28,ST喜临门,6.73
390,在线教育,BK0662,1921.41,-9.37,-0.49,1292838784000,0.94,39,66,ST豆神,7.08
391,VPN,BK0885,1076.32,-5.26,-0.49,319931312000,0.92,7,9,ST信源,1.29
392,净水概念,BK1068,1211.9,-6.16,-0.51,1177167840000,0.35,9,12,碧水源,0.87
393,无线耳机,BK0893,2465.84,-12.62,-0.51,3026154224000,1.17,29,52,捷荣技术,10.0
394,人造肉,BK0866,1254.59,-6.43,-0.51,194145120000,1.84,7,10,华宝股份,1.63
395,华为概念,BK0854,4175.75,-21.55,-0.51,17879928064000,1.05,286,449,捷荣技术,10.0
396,生物识别,BK0970,1643.43,-8.36,-0.51,1104498384000,0.83,19,31,新国都,3.69
397,MicroLED,BK0948,1359.09,-6.91,-0.51,917556400000,0.91,14,21,海信视像,6.04
398,减速器,BK1100,1700.21,-8.73,-0.51,1093791312000,1.15,31,57,鸣志电器,5.15
399,AIGC概念,BK1111,1866.08,-9.58,-0.51,1992130864000,1.25,40,76,ST豆神,7.08
400,安防概念,BK0667,3122.95,-16.24,-0.52,1691507376000,0.86,44,66,江航装备,5.64
401,毫米波概念,BK1124,2108.88,-11.05,-0.52,1206724976000,1.5,21,31,威孚高科,5.66
402,6G概念,BK0964,2030.07,-10.68,-0.52,3417251744000,0.79,16,27,广哈通信,4.12
403,人形机器人,BK1184,1637.27,-8.61,-0.52,6756556288000,0.93,105,185,华培动力,10.02
404,辅助生殖,BK0939,1054.45,-5.7,-0.54,499645392000,2.37,15,33,莱美药业,7.32
405,裸眼3D,BK1142,1191.47,-6.44,-0.54,358223312000,0.96,9,13,伟时电子,4.77
406,3D玻璃,BK0881,1643.35,-9.28,-0.56,437936704000,1.66,4,10,华映科技,10.12
407,LED概念,BK0580,4687.02,-26.34,-0.56,2125733408000,1.12,28,58,海信视像,6.07
408,华为海思,BK1180,1938.26,-11.37,-0.58,1373747728000,1.53,16,29,罗博特科,4.2
409,快手概念,BK0972,1438.47,-8.47,-0.59,286560816000,1.42,9,23,天下秀,0.88
410,无线充电,BK0960,3211.43,-18.93,-0.59,2139220336000,1.0,17,23,中颖电子,4.0
411,抖音概念(字节概念),BK0923,1398.48,-8.27,-0.59,5948168448000,1.17,32,62,*ST赛为,1.68
412,工业气体,BK0981,2706.76,-16.23,-0.6,774204736000,0.8,12,20,华谊集团,1.61
413,显示技术,BK1651,943.61,-5.68,-0.6,887293888000,0.88,15,31,华映科技,10.12
414,碳纤维,BK1171,1605.47,-9.93,-0.61,536503952000,0.85,16,26,楚江新材,1.75
415,趋势股,BK1715,781.52,-4.76,-0.61,7208350208000,2.57,107,205,海鸥住工,10.11
416,知识产权,BK0839,1951.11,-12.07,-0.61,319389264000,1.3,11,30,莱美药业,7.32
417,IGBT概念,BK1048,1010.13,-6.35,-0.62,2065107680000,0.87,16,27,威孚高科,5.66
418,国资云概念,BK1008,1495.65,-9.3,-0.62,457464896000,0.95,7,12,铜牛信息,1.23
419,国产芯片,BK0891,4647.54,-28.93,-0.62,19799696640000,1.13,136,269,豪尔赛,9.99
420,植物照明,BK1007,1133.38,-7.15,-0.63,173112435000,1.0,5,12,聚飞光电,0.72
421,荣耀概念,BK1177,2189.43,-13.93,-0.63,5035865088000,1.22,19,36,华映科技,10.12
422,华为昇腾,BK0995,1410.2,-9.01,-0.63,574874496000,1.01,12,35,广哈通信,4.12
423,中芯概念,BK0935,2622.98,-16.78,-0.64,4596430080000,1.05,23,44,中科飞测,5.02
424,数字孪生,BK0861,1516.32,-9.81,-0.64,1008058400000,0.67,33,52,基康技术,2.3
425,长寿药,BK0936,1089.97,-7.02,-0.64,145431840000,2.23,6,8,华润双鹤,1.44
426,东数西算,BK1064,1794.96,-11.8,-0.65,1851161712000,0.83,22,44,同力天启,3.85
427,微盘精选,BK1644,886.79,-5.76,-0.65,106671746000,1.26,10,39,新农股份,9.99
428,时空大数据,BK1130,1325.31,-8.86,-0.66,270717424000,1.15,11,16,合众思壮,1.71
429,被动元件概念,BK0976,2355.77,-15.67,-0.66,812289776000,1.6,10,20,振华科技,1.77
430,氮化镓,BK0916,1843.69,-12.28,-0.66,1464008192000,1.41,16,30,星徽股份,4.25
431,微盘股,BK1158,3613.9,-24.82,-0.68,854913968000,1.18,83,306,新农股份,9.99
432,数据确权,BK1118,1325.48,-9.26,-0.69,218379703000,1.54,11,22,铜牛信息,1.28
433,传感器,BK0905,2113.37,-14.61,-0.69,2417953216000,1.16,36,93,华培动力,10.02
434,虚拟现实,BK0722,1203.52,-8.41,-0.69,3888523216000,0.93,71,136,捷荣技术,10.0
435,汽车芯片,BK0969,1529.94,-10.81,-0.7,2071139376000,0.98,22,51,威孚高科,5.66
436,AI手机,BK1162,1829.12,-12.98,-0.7,1057629424000,0.85,9,21,唯捷创芯,2.99
437,QFII重仓,BK0535,23148.72,-165.1,-0.71,8855845888000,1.72,230,525,捷荣技术,10.0
438,昨日触板,BK0817,15.38,-0.11,-0.71,222792743000,7.67,12,15,开开实业,6.1
439,智能穿戴,BK0641,4031.15,-28.76,-0.71,3923206816000,1.11,43,85,捷荣技术,10.0
440,MiniLED,BK0902,2440.86,-17.42,-0.71,1872395888000,0.93,21,39,海信视像,6.04
441,5G概念,BK0714,1988.58,-14.15,-0.71,14046972416000,1.09,100,216,新亚电子,10.02
442,机器人执行器,BK1145,1966.12,-14.22,-0.72,640794160000,0.94,13,22,鸣志电器,5.15
443,新型工业化,BK1150,1442.99,-10.45,-0.72,2846256208000,0.67,33,70,哈焊华通,6.17
444,消费电子概念,BK1646,1002.36,-7.31,-0.72,9302392576000,1.23,66,133,捷荣技术,10.0
445,液冷服务器,BK1138,2031.31,-14.84,-0.73,6835808000000,1.35,63,96,康盛股份,10.12
446,通信技术,BK1650,1013.57,-7.54,-0.74,14581251840000,1.15,118,256,新亚电子,10.02
447,光刻胶,BK1753,1071.47,-7.97,-0.74,827513984000,1.24,13,46,同宇新材,15.96
448,电子烟,BK0865,2677.1,-20.1,-0.75,1372986592000,1.16,17,34,力王股份,11.58
449,拼多多概念,BK0957,1515.48,-11.51,-0.75,179100312000,1.07,6,20,若羽臣,1.1
450,近期新高,BK1674,1449.81,-11.04,-0.76,333404848000,8.05,7,14,海鸥住工,10.11
451,Web3.0,BK1110,1613.96,-12.32,-0.76,443182160000,1.4,12,34,宇信科技,6.81
452,专精特新,BK1005,1616.15,-12.42,-0.76,12764878848000,1.32,387,838,金辰股份,10.02
453,Kimi概念,BK1169,1002.91,-7.71,-0.76,427973616000,1.02,7,9,阿特斯,2.47
454,基金重仓,BK0536,15992.74,-124.85,-0.77,8458736128000,1.37,22,48,中科飞测,5.02
455,创业板综,BK0742,1894.59,-14.91,-0.78,18603775744000,1.54,385,941,迪阿股份,20.01
456,碳化硅,BK0977,2140.64,-16.77,-0.78,1461446080000,1.1,13,32,海希通讯,3.76
457,第三代半导体,BK0952,2327.71,-18.57,-0.79,3140744864000,1.39,36,78,金博股份,4.72
458,数字阅读,BK0959,1473.87,-12.03,-0.81,167633094000,0.87,6,13,中文传媒,1.54
459,半导体概念,BK0917,2756.55,-22.9,-0.82,21860376064000,1.2,167,349,电工合金,7.97
460,工业母机,BK1004,2142.89,-17.75,-0.82,1896321712000,0.96,28,54,日发精机,2.44
461,小米概念,BK0833,2375.48,-19.89,-0.83,8538110208000,1.03,69,160,浙江世宝,10.02
462,多模态AI,BK1153,1174.93,-9.86,-0.83,1088294192000,0.99,21,49,海信视像,6.04
463,盲盒经济,BK0954,1295.02,-11.29,-0.86,109601299000,1.11,4,9,潮宏基,1.47
464,纳米银,BK0855,3511.59,-30.39,-0.86,109525874000,1.56,1,6,万顺新材,1.22
465,培育钻石,BK1023,2742.09,-24.4,-0.88,274249120000,1.55,6,13,楚江新材,1.75
466,AI芯片,BK1127,1794.0,-16.64,-0.92,2691849152000,0.63,14,25,道氏技术,1.75
467,AI眼镜,BK1178,2185.13,-20.5,-0.93,3798584784000,0.91,41,93,海信视像,6.04
468,全息技术,BK0699,2704.51,-25.38,-0.93,210830121000,1.37,2,9,ST迪威迅,1.49
469,PCB,BK0877,3852.71,-38.08,-0.98,5736034048000,1.99,42,132,杭电股份,9.99
470,OLED,BK0840,4110.85,-41.12,-0.99,2652355360000,1.18,25,70,华映科技,10.12
471,混合现实,BK1141,1815.28,-18.22,-0.99,1398193376000,0.97,8,24,双象股份,3.35
472,2025三季报预减,BK1199,1135.15,-11.41,-1.0,60281164000,1.35,2,5,华尔泰,0.3
473,增强现实,BK0801,1345.03,-13.53,-1.0,785375792000,0.72,10,30,中文传媒,1.54
474,激光雷达,BK1002,2502.91,-25.18,-1.0,938615056000,0.91,8,33,万集科技,3.83
475,机器视觉,BK0998,1929.76,-19.42,-1.0,1091080832000,0.93,27,70,美亚光电,4.64
476,地热能,BK0622,5898.63,-60.04,-1.01,119029719000,1.28,3,6,隆华科技,1.61
477,高带宽内存,BK1152,2504.15,-25.81,-1.02,2165460640000,1.46,7,20,中科飞测,5.14
478,3D打印,BK0619,8325.32,-88.63,-1.05,1402819456000,1.17,27,53,家联科技,3.25
479,光通信模块,BK1136,3691.47,-39.99,-1.07,6012130048000,1.91,20,81,青山纸业,10.16
480,托育服务,BK1074,874.85,-9.59,-1.08,25801050000,0.62,1,5,时代出版,0.58
481,铜缆高速连接,BK1168,2553.38,-28.08,-1.09,1264002688000,1.77,10,30,新亚电子,10.02
482,百元股,BK1059,897.92,-9.91,-1.09,23130053120000,1.15,63,149,同宇新材,15.96
483,先进封装,BK1101,3267.56,-36.27,-1.1,3767537568000,1.16,12,54,频准激光,3.32
484,复合集流体,BK1113,1847.53,-20.56,-1.1,470596704000,2.32,9,21,远东股份,4.51
485,CAR-T细胞疗法,BK0986,1240.88,-13.95,-1.11,896581168000,1.98,9,20,智飞生物,11.73
486,AIPC,BK1164,2514.29,-28.22,-1.11,2174854736000,0.88,11,37,蓝思科技,2.88
487,柔性屏(折叠屏),BK1160,2188.94,-24.5,-1.11,1695957712000,1.18,20,57,华映科技,10.12
488,光刻机,BK0884,4861.5,-56.6,-1.15,1483629504000,1.89,8,32,超纯应材,2.39
489,存储芯片,BK1137,2833.6,-33.82,-1.18,11784968704000,1.49,33,99,华虹宏力,3.73
490,空间计算,BK1143,1443.9,-17.37,-1.19,159863721000,0.94,9,15,佳都科技,1.3
491,玻璃基板,BK1175,2521.09,-30.47,-1.19,1734093648000,1.07,12,42,华映科技,10.12
492,英伟达概念,BK1161,2106.85,-25.73,-1.21,3269252432000,1.27,16,48,罗博特科,4.2
493,MLCC,BK0890,4770.14,-60.01,-1.24,946294096000,1.63,7,27,厦门钨业,1.93
494,3D摄像头,BK0901,1560.64,-19.58,-1.24,658903792000,0.74,0,9,中光学,-0.22
495,AI制药（医疗）,BK1170,1339.25,-16.75,-1.24,937752032000,1.34,19,49,ST人福,3.0
496,昨日高换手,BK1632,487.07,-6.61,-1.34,456424224000,13.58,19,37,万向德农,10.03
497,苹果概念,BK0666,5156.78,-72.44,-1.39,5043369728000,0.89,33,91,恒铭达,3.76
498,氦气概念,BK0949,3008.34,-43.46,-1.42,320913328000,1.81,3,14,中泰股份,1.44
499,DRG/DIP,BK1054,884.33,-12.97,-1.45,122053029000,1.09,4,14,东软集团,1.1
500,昨日炸板,BK1631,503.7,-7.44,-1.46,202834618000,7.51,7,15,联合精密,5.65
501,创新医疗服务,BK1658,963.66,-14.95,-1.53,1608648784000,1.23,22,56,开开实业,6.26
502,CPO概念,BK1128,8467.85,-133.34,-1.55,6732425984000,1.56,11,63,剑桥科技,5.04
503,CRO,BK0899,2232.81,-47.81,-2.1,1124276816000,2.19,11,38,康希诺,20.0
504,反转股,BK1716,577.44,-25.02,-4.15,66294508000,5.75,0,9,高新发展,-1.17
